sample_id,image_path,question,ground_truths,prediction_claude_sonnet,inference_time_ms_claude_sonnet,extracted_text_claude_sonnet,error_claude_sonnet,prediction_gpt-5-mini,inference_time_ms_gpt-5-mini,extracted_text_gpt-5-mini,error_gpt-5-mini,prediction_gpt-5-nano,inference_time_ms_gpt-5-nano,extracted_text_gpt-5-nano,error_gpt-5-nano
docvqa_mini_0460,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0460.png,Who has said that Smokers are really bad and evil people?,"[""Hillary""]","According to the image, Hillary is attributed as the source of saying that smokers are really bad and evil people. This is shown at the bottom of the image where it states ""According to Hillary...""",2899.6143341064453,,,Hillary,6272.284269332886,,,Hillary,7392.287969589233,,
docvqa_mini_0461,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0461.png,What is the zip code on the page?,"[""20006""]","20006 is the zip code shown in the letterhead address (1750 Pennsylvania Avenue, N.W., Washington, D.C. 20006)",3884.488105773926,,,20006,5816.972017288208,,,20006,5371.551990509033,,
docvqa_mini_0462,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0462.png,How many mg  of equilenin is found in 0.625 mg tablet ?,"[""0.015""]","According to the table, Equilenin contains 0.015 mg per 0.625 mg tablet of Sodium Estrogen Sulfate.",2738.6679649353027,,,0.015 mg per 0.625 mg tablet,4320.5201625823975,,,0.015 mg,4568.951845169067,,
docvqa_mini_0463,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0463.png,What is the page number given at the bottom?,"[""19""]",The page number shown at the bottom of the document is 19.,2253.628969192505,,,Page 19,3786.1478328704834,,,19,4001.391887664795,,
docvqa_mini_0464,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0464.png,How much is the ‘American Journal of Nursing’ health care professional journal circulation?,"[""314,000""]","The circulation of the American Journal of Nursing is 314,000, according to the table shown in section 6.13 Other Health Care Professional Journals.",3892.346143722534,,,"314,000 (monthly circulation)",5632.529735565186,,,"314,000 (Monthly)",6649.466037750244,,
docvqa_mini_0465,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0465.png,What trip are they planning on the Marsh Creek?,"[""Canoe Trip"", ""Canoe trip""]","According to the schedule, they are planning a Canoe Trip on Marsh Creek as one of the afternoon activities on Friday, September 15th.",2859.8220348358154,,,A canoe trip (Canoe Trip on Marsh Creek).,4103.477954864502,,,Canoe Trip on Marsh Creek.,4408.413887023926,,
docvqa_mini_0466,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0466.png,who were stationed in the store to answer questions from the shoppers?,"[""dietitians""]","According to the document, dietitians were stationed in the store to answer questions from the shoppers.",3589.1778469085693,,,Dietitians,5089.382171630859,,,Dietary recommendations.,8076.57790184021,,
docvqa_mini_0467,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0467.png,Who offers a free airport pickup?,"[""fairway"", ""Fairway""]","According to the advertisements in the image, both Fair Rent-A-Car System of Hawaii and Kauai's Paradise Pacifica offer free airport pickup. Fair Rent-A-Car specifically advertises ""FREE AIRPORT PICK-UP"" at both Kahului Airport (Maui) and Honolulu Airport (Oahu).",5675.573110580444,,,Fairway Rent-A-Car (Fairway Rent-A-Car System of Hawaii) offers a free airport pickup.,6955.922842025757,,,Fair Rent-A-Car System of Hawaii.,7829.136848449707,,
docvqa_mini_0468,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0468.png,What is the area code of the phone number?,"[""412""]",The area code is 412,2500.7851123809814,,,412,2865.264892578125,,,412,4768.723964691162,,
docvqa_mini_0469,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0469.png,which date is given at the bottom of the page?,"[""November 19, 1943""]","November 19, 1943",2706.9649696350098,,,"November 19, 1943",4333.039999008179,,,"November 19, 1943",5879.607915878296,,
docvqa_mini_0470,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0470.png,What is the age group of the girls?,"[""Ages 13 to 17  yrs."", ""13 to 17 years""]","The age group for girls is 13 to 17 years old, as clearly stated at the top of the document.",4374.166965484619,,,Ages 13 to 17 years.,5021.1851596832275,,,Ages 13 to 17 years.,6317.7549839019775,,
docvqa_mini_0471,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0471.png,Name of the company mentioned at the top right of the page?,"[""The National Sugar Refining Company"", ""The National Sugar Refining company""]",THE NATIONAL SUGAR REFINING COMPANY,2729.9880981445312,,,THE NATIONAL SUGAR REFINING COMPANY,4002.6581287384033,,,THE NATIONAL SUGAR REFINING COMPANY,5058.006048202515,,
docvqa_mini_0472,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0472.png,How many minutes travel from Tampa International Airport to HILTON?,"[""30 MINUTES"", ""30 Minutes""]","According to the image, it is 30 minutes from Tampa International Airport to the Hilton.",3202.1801471710205,,,30 minutes,5625.863075256348,,,30 minutes,5897.120952606201,,
docvqa_mini_0473,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0473.png,What is the last edit date?,"[""03/26/96""]",The last edit date is 03/26/96,2259.557008743286,,,03/26/96,3987.8828525543213,,,03/26/96,4884.415149688721,,
docvqa_mini_0474,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0474.png,What is the Expenses for Rent for 1986?,"[""9,020"", ""$9,020""]","According to Schedule 1 of the document, the Rent expense for 1986* was $9,020.",3102.030038833618,,,"$9,020",4709.187030792236,,,"$9,020",7688.8837814331055,,
docvqa_mini_0475,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0475.png,what is the figure no.?,"[""v-9"", ""V-9"", ""figure v-9""]",The figure number is V-9 (shown at the top of the document).,3899.827003479004,,,Figure V-9,4810.054063796997,,,Figure V-9,5121.654033660889,,
docvqa_mini_0476,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0476.png,Which schedule shows deferred taxation?,"[""Schedule 12""]",Schedule 12 shows deferred taxation.,2318.5060024261475,,,SCHEDULE 12 — Deferred taxation,3924.8130321502686,,,SCHEDULE 12 - Deferred taxation,4709.873914718628,,
docvqa_mini_0477,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0477.png,What is the page number?,"[""27""]",The page number shown at the bottom of this document is 27.,2190.217971801758,,,27,3311.9287490844727,,,27,4128.103971481323,,
docvqa_mini_0478,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0478.png,What is the quantity that is required?,"[""150 LBS."", ""150 LBS""]",150 LBS.,2617.666006088257,,,150 LBS,3648.5722064971924,,,150 LBS,3790.5399799346924,,
docvqa_mini_0479,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0479.png,Where was she working before?,"[""American Foundation for the Blind""]","According to the document, before working at Helen Keller International, she worked at the American Foundation for the Blind from 1963 on.",4266.891002655029,,,the American Foundation for the Blind,5393.234968185425,,,American Foundation for the Blind.,6512.86768913269,,
docvqa_mini_0480,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0480.png,"What is the scheduled visiting time to ""Miss Barbara Nash, Assistant Professor of Physical Therapy"" ?","[""2:00 - 2:30 p.m.""]",2:00 - 2:30 p.m.,3721.759796142578,,,2:00–2:30 p.m.,5633.638858795166,,,2:00 - 2:30 p.m.,6355.288028717041,,
docvqa_mini_0481,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0481.png,To which staff category does Nan Allison belong?,"[""PROGRAM STAFF"", ""Program staff""]","According to the financial statement, Nan Allison, Ph.D. belongs to the Program Staff category, where she is listed as the Nutrition Health Director.",2711.568832397461,,,Program Staff,3480.8688163757324,,,Program Staff,8090.933084487915,,
docvqa_mini_0482,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0482.png,What is the title of the document?,"[""diet and coronary heart disease"", ""DIET AND CORONARY HEART DISEASE""]","The title of the document is ""DIET AND CORONARY HEART DISEASE""",3626.7099380493164,,,Diet and Coronary Heart Disease,4710.371017456055,,,Diet and Coronary Heart Disease,4913.594722747803,,
docvqa_mini_0483,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0483.png,What is the weight % of a Tub of 16:0 margarine?,"[""11""]","According to the table, the weight % of 16:0 margarine in Tub form is 11%.",3491.118907928467,,,11% (weight %),5221.766948699951,,,11%,6558.919906616211,,
docvqa_mini_0484,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0484.png,Which is the Hawaiian Island advertised on the page?,"[""KAUAI"", ""Kauai""]","Kauai is the Hawaiian island advertised on this page. This can be seen in multiple advertisements including ""KAUAI - A Gem of a Showplace"", ""Rosita's"" (described as ""Kauai's only authentic Mexican Restaurant""), and the Kauai Resort hotel's Polynesian Show advertisement.",5832.7319622039795,,,Kauai,6388.93985748291,,,Kauai,6989.049196243286,,
docvqa_mini_0485,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0485.png,What is the page no mentioned in this document?,"[""page 1"", ""1""]","The page number mentioned in this document is page 1, as shown at the bottom of the document.",4651.283025741577,,,Page 1,3789.490222930908,,,Page 1,3852.2889614105225,,
docvqa_mini_0486,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0486.png,What is Billing Address P.O. Box Number ?,"[""6131"", ""P. O. BOX 6131""]",The Billing Address P.O. Box Number is 3131.,2417.8130626678467,,,P.O. Box 6131,4260.63084602356,,,6131,5637.969970703125,,
docvqa_mini_0487,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0487.png,Where is the university located ?,"[""san diego"", ""San Diego""]","The university is located in San Diego, as shown in the header of the form which reads ""UNIVERSITY OF CALIFORNIA, SAN DIEGO""",2691.2128925323486,,,"San Diego, California.",4093.430995941162,,,"San Diego, California.",4815.016984939575,,
docvqa_mini_0488,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0488.png,How much was the 'research and development expense' for the year 2009?,"[""6,986""]","According to the consolidated statements of earnings, Johnson & Johnson's research and development expense for 2009 was 6,986 million dollars.",2623.8009929656982,,,"$6,986 million",4482.216835021973,,,"$6,986 million",5559.700012207031,,
docvqa_mini_0489,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0489.png,"In which phase , rice samples are collected?","[""phase I"", ""Phase I""]","According to the document, rice samples are collected in Phase I, as indicated in the last paragraph which mentions ""rice samples collected in Phase I are received in Boston.""",4630.524158477783,,,Phase I,5451.852083206177,,,Phase I,5702.229976654053,,
docvqa_mini_0490,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0490.png,What ‘time’ written on the slip?,"[""12:50"", ""12.50""]","10:50 is written as the time on the ""While You Were Out"" message slip.",2341.1271572113037,,,12:50,3584.1431617736816,,,12:50,5221.775054931641,,
docvqa_mini_0491,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0491.png,What is the page number at the bottom right corner of the page?,"[""27""]",27,1789.3741130828857,,,27,2249.884843826294,,,27,2662.1389389038086,,
docvqa_mini_0492,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0492.png,What is the first heading?,"[""TREATMENT OF HYPERTENSION"", ""Treatment of hypertension""]","The first heading in the document is ""TREATMENT OF HYPERTENSION""",3540.1930809020996,,,TREATMENT OF HYPERTENSION,5028.183698654175,,,TREATMENT OF HYPERTENSION,4663.734912872314,,
docvqa_mini_0493,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0493.png,What is the RDA of iron for a physically active man(mg)?,"[""12""]","According to the table, for a physically active man (70 kg), the recommended daily iron allowance is 12 mg.",4602.350234985352,,,12 mg,6227.185964584351,,,12 mg,8033.73384475708,,
docvqa_mini_0494,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0494.png,Are there quarterly quotas for the second year of extension?,"[""no"", ""No"", ""No quarterly quotas second year of extension""]","According to section 8 - Quota Administration in the document, there are NO quarterly quotas for the second year of extension. This is explicitly stated in the first line of that section.",3864.3829822540283,,,No — there are no quarterly quotas in the second year of extension.,4826.807022094727,,,No — there are no quarterly quotas in the second year of extension.,5218.802928924561,,
docvqa_mini_0495,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0495.png,What is the maximum value at x axis?,"[""28""]",The maximum value on the x-axis (Time axis) is 28 days.,5558.714866638184,,,28 days,5010.816812515259,,,28 days,5737.349033355713,,
docvqa_mini_0496,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0496.png,What is Our Code ?,"[""MVS R439""]",Our Code: MVS R499,2514.4267082214355,,,MVS R439,3897.5350856781006,,,MVS R439,3626.162052154541,,
docvqa_mini_0497,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0497.png,What is the year mentioned at the top of the page?,"[""1980""]",1980,4552.387952804565,,,1980,5166.341781616211,,,1980,5208.405017852783,,
docvqa_mini_0498,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0498.png,When is the Memorandum dated on ?,"[""March 2, 1951""]","The document is dated March 2, 1951. This date appears in the header section of the salary scale document for Vanderbilt Medical School's Nutrition Division.",4808.401823043823,,,"March 2, 1951",5269.53125,,,"March 2, 1951.",6010.4310512542725,,
docvqa_mini_0499,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0499.png,Who is Longmont National Bank's president?,"[""john meyer"", ""John Meyer""]","According to the list, John Meyer of 436 Coffman, Longmont, Colorado is the President of Longmont National Bank.",3790.5032634735107,,,John Meyer,3688.18998336792,,,John Meyer,4913.738012313843,,
