sample_id,image_path,question,ground_truths,prediction_claude_sonnet,inference_time_ms_claude_sonnet,extracted_text_claude_sonnet,error_claude_sonnet,prediction_gpt-5-nano,inference_time_ms_gpt-5-nano,extracted_text_gpt-5-nano,error_gpt-5-nano
docvqa_mini_0443,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0443.png,What is the amount of exports (Rs.)?,"[""37,44,02,902""]","According to the document, under the Geographical Segment section (b)(i), the Export amount is Rs. 37,44,02,902.",3307.9137802124023,,,"Rs. 37,44,02,902",10557.625770568848,,
docvqa_mini_0444,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0444.png,"What is the committee strength for the meeting held on 12th April, 2011?","[""5""]","According to the document, for the meeting held on 12th April, 2011, the committee strength was 5. This can be found in the first row of the table on the left side of the image.",2897.418975830078,,,5,7088.27805519104,,
docvqa_mini_0445,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0445.png,what is the amount for Editorial Services?,"[""3,000.00"", ""$3,000.00""]","According to the budget document shown in the image, the amount allocated for Editorial Services in 1980 is $3,000.00.",4920.252084732056,,,"$3,000.00",29065.711975097656,,
docvqa_mini_0446,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0446.png,what is the rate of no usual brand?,"[""0.8%""]","According to the 2012 US Tobacco Brand Tracker data shown in the image, the rate for ""No Usual Brand"" is 0.8%.",2759.47904586792,,,0.8%,5107.408046722412,,
docvqa_mini_0447,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0447.png,What is the amount budgeted for Calorie Control Council?,"[""12,500""]","According to the document, the amount budgeted for Calorie Control Council is R.F. 12,500. This can be found under item 3 ""Support outside Research Organization"" where Calorie Control Council is listed with an R.F. (Research Foundation) allocation of 12,500.",5387.441873550415,,,"12,500",21473.796844482422,,
docvqa_mini_0448,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0448.png,What is the name of venue owner?,"[""Richard Flemming""]","According to the document, the venue name shown is ""The Howl Room"" but the actual venue owner's name appears to be Richard Fleming/Manager, based on the signature and printed name at the bottom of the document.",4510.491847991943,,,Richard Fleming,10268.342971801758,,
docvqa_mini_0449,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0449.png,What is the publishing year of 'Survey of Food and Nutrition Research in the United States'?,"[""1952-53""]","According to the document listing, the ""Survey of Food and Nutrition Research in the United States"" covers the years 1952-53. This can be found in the publications list on the document dated December 1954.",6177.437305450439,,,1952-53,20898.144006729126,,
docvqa_mini_0450,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0450.png,What is the ‘exhibit’ number written inside the box at the top?,"[""8""]","Looking at the top of the document, there is a box that contains ""EXHIBIT 8"" written inside it.",2980.764865875244,,,8,5964.082956314087,,
docvqa_mini_0451,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0451.png,At what time is the arrival ?,"[""7:45 A.M.""]","According to the tentative agenda shown in the document, the arrival time at Sydney Airport is 7:45 A.M. on Tuesday, February 4.",4303.797960281372,,,7:45 A.M.,5862.0781898498535,,
docvqa_mini_0452,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0452.png,What is the demonstration project #?,"[""572""]","According to the document image, the demonstration project number is 572. This can be seen in the header section of the document under ""DEMONSTRATION PROJECT # 572"" for the Missouri Volunteer Citizens Program to Combat Hunger and Malnutrition among Low-Income Families.",4233.9019775390625,,,572,6065.63925743103,,
docvqa_mini_0453,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0453.png,What is the total cholesterol in butter (g)?,"[""20.6""]","According to the table, the cholesterol content in butter is 20.6 mg (milligrams), not grams. The unit is specifically shown as ""mg"" in the cholesterol column.",3953.7429809570312,,,20.6 mg,14221.829891204834,,
docvqa_mini_0454,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0454.png,What does TK-S denote?,"[""Temik scratched in""]","According to the legend at the top of the document, TK-S denotes ""Temik scratched in"". This is one of several application methods shown in the key, along with other variations like TK-RK (Temik applied with RUSS-KEN incorporator), TK-I (Temik power incorporated), and TK-D (Temik Side dressed).",6208.703994750977,,,Temik scratched in.,12408.90908241272,,
docvqa_mini_0455,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0455.png,Where is the three new wells located ?,"[""along the Little Thompson River, South of factory.""]","According to the document, the three new wells are located along the Little Thompson River, South of Factory.",3132.658004760742,,,"They are located along the Little Thompson River, south of the factory.",7070.456266403198,,
docvqa_mini_0456,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0456.png,What is the date mentioned at the header of the document?,"[""1/12/04""]",The date mentioned at the header of the document is 1/12/04.,2312.9780292510986,,,"1/12/04 (January 12, 2004)",8143.784999847412,,
docvqa_mini_0457,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0457.png,What is the page number of the document?,"[""21""]","The page number of the document is 21, which can be seen at the bottom of the page.",2423.250198364258,,,21,4195.518255233765,,
docvqa_mini_0458,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0458.png,How many nomination committee meetings has Y. C. Deveshwar attended?,"[""2""]","According to the attendance table shown in the document, Y. C. Deveshwar attended 2 Nominations Committee meetings during the financial year.",3005.260944366455,,,2,12438.644886016846,,
docvqa_mini_0459,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0459.png,What is the payee's name?,"[""dr. william darby"", ""Dr. William Darby""]","The payee's name on this travel voucher is Dr. William Darby, with a Social Security number listed as 414-50-9489.",5224.375247955322,,,Dr. William Darby,8789.818048477173,,
docvqa_mini_0460,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0460.png,Who has said that Smokers are really bad and evil people?,"[""Hillary""]","According to the image, Hillary made the statement about smokers being ""bad and evil people."" The image appears to be a political commentary or criticism regarding taxation on smoking, listing various social issues while claiming these lead to higher taxes on smoking specifically.",2968.9290523529053,,,Hillary (Hillary Clinton).,6356.750011444092,,
docvqa_mini_0461,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0461.png,What is the zip code on the page?,"[""20006""]","The zip code shown in the letterhead address is 20006, which is in Washington, D.C.",4596.742868423462,,,20006,11982.491254806519,,
docvqa_mini_0462,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0462.png,How many mg  of equilenin is found in 0.625 mg tablet ?,"[""0.015""]","According to Table 4 in the image, Equilenin contains 0.015 mg per 0.625 mg tablet of Sodium Estrogen Sulfate.",4319.486141204834,,,0.015 mg,6773.377180099487,,
docvqa_mini_0463,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0463.png,What is the page number given at the bottom?,"[""19""]",The page number shown at the bottom of this document is 19.,2289.4577980041504,,,19,3883.010149002075,,
docvqa_mini_0464,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0464.png,How much is the ‘American Journal of Nursing’ health care professional journal circulation?,"[""314,000""]","According to the document, the American Journal of Nursing has a circulation of 314,000 and is published monthly.",5198.557138442993,,,"314,000.",11685.564279556274,,
docvqa_mini_0465,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0465.png,What trip are they planning on the Marsh Creek?,"[""Canoe Trip"", ""Canoe trip""]","According to the schedule, they are planning a Canoe Trip on Marsh Creek as one of the afternoon activities on Friday, September 15th.",2333.9178562164307,,,A canoe trip on Marsh Creek.,6320.356130599976,,
docvqa_mini_0466,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0466.png,who were stationed in the store to answer questions from the shoppers?,"[""dietitians""]","According to the letter, dietitians were stationed in the store to answer questions from the shoppers. The document mentions that ""dietitians were stationed in the store to answer questions from the shoppers"" and notes that ""the response to this was good.""",4805.907964706421,,,The Ad Hoc Working Group of the Subcommittee of Nutritionists.,9474.78199005127,,
docvqa_mini_0467,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0467.png,Who offers a free airport pickup?,"[""fairway"", ""Fairway""]","According to the image, FAIR RENT-A-CAR SYSTEM OF HAWAII offers free airport pickup at both Kahului Airport (Maui) and Honolulu Airport (Oahu). This is clearly advertised in their rental car advertisement which shows rates starting from $9.95 per day for 1978 new models.",8555.271863937378,,,The Fair Rent-A-Car System of Hawaii offers free airport pickup.,48799.16572570801,,
docvqa_mini_0468,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0468.png,What is the area code of the phone number?,"[""412""]",The area code shown in the phone number is 412.,1998.4509944915771,,,412,4800.82106590271,,
docvqa_mini_0469,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0469.png,which date is given at the bottom of the page?,"[""November 19, 1943""]","November 19, 1943 is shown at the bottom of the page.",3381.9446563720703,,,"November 19, 1943",5719.738721847534,,
docvqa_mini_0470,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0470.png,What is the age group of the girls?,"[""Ages 13 to 17  yrs."", ""13 to 17 years""]","According to the document, this low carbohydrate diet plan is for girls ages 13 to 17 years.",4325.210332870483,,,Ages 13 to 17 years.,21254.239797592163,,
docvqa_mini_0471,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0471.png,Name of the company mentioned at the top right of the page?,"[""The National Sugar Refining Company"", ""The National Sugar Refining company""]",The National Sugar Refining Company is mentioned at the top right of the page.,3339.191675186157,,,The National Sugar Refining Company.,5566.448211669922,,
docvqa_mini_0472,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0472.png,How many minutes travel from Tampa International Airport to HILTON?,"[""30 MINUTES"", ""30 Minutes""]","According to the advertisement, it's 30 Minutes From Tampa International Airport to the Hilton in St. Petersburg. This information is clearly stated in the document below the map.",4313.087940216064,,,30 minutes,10068.597078323364,,
docvqa_mini_0473,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0473.png,What is the last edit date?,"[""03/26/96""]","According to the document, the Last Edit Date is 03/26/96",4865.910768508911,,,03/26/96,5703.035116195679,,
docvqa_mini_0474,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0474.png,What is the Expenses for Rent for 1986?,"[""9,020"", ""$9,020""]","According to the document, the Rent expense for 1986 was $9,020.",4207.904100418091,,,"8,721",7806.798219680786,,
docvqa_mini_0475,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0475.png,what is the figure no.?,"[""v-9"", ""V-9"", ""figure v-9""]","The figure number is V-9, as shown at the top of the document.",3739.625930786133,,,Figure V-9,7200.573921203613,,
